Date,Close_SMA,Close_SMA_pct_change,Close_RSI_pct_change,Close_EMAF_pct_change,Close_EMAM_pct_change,Close_EMAS_pct_change,Close_MACD_pct_change,Close_MACD_Signal_pct_change,Close_MACD_Histogram_pct_change
2015-02-14 00:00:00+00:00,6.205389825597596e-06,0.44609903716376464,0.4968055089496147,0.45991939321525516,0.15854599436763483,0.10314525529844248,0.9589360628858263,0.677476151190817,0.17383644194691883
2015-02-15 00:00:00+00:00,2.4415478658785638e-05,0.40403959378510196,0.2689787476960165,0.3686133703675676,0.12266722181988104,0.07755140262627025,0.959035256267769,0.6773814277381291,0.1724264468539423
2015-02-16 00:00:00+00:00,3.162252980392667e-05,0.3720043959225726,0.37389279427302896,0.3641185803015772,0.12246508568299276,0.0774271125339714,0.9590435140505336,0.6773503226639964,0.17239054504958068
2015-02-17 00:00:00+00:00,3.7266701839518135e-05,0.36745952608041843,0.431771154688895,0.3984959016828129,0.1399644485474391,0.09003576866069408,0.9589506396009025,0.6767617107412968,0.17263589866847562
2015-02-18 00:00:00+00:00,4.676771169528958e-05,0.3785293093410661,0.34068967131087713,0.36858793385357214,0.1291106939129461,0.08233302120369435,0.959021599768242,0.676686876755629,0.17236684717750742
2015-02-19 00:00:00+00:00,6.085455831318339e-05,0.3916150554725504,0.40084547655205505,0.3816768270209646,0.13699624134321065,0.08806033796984733,0.958943947341756,0.6763017220370937,0.17246871841492825
2015-02-20 00:00:00+00:00,8.882685974940943e-05,0.4311431774306501,0.39793489838246804,0.39180199110504593,0.14402928442518603,0.09321532008915978,0.9587820117770237,0.675571065819137,0.1725350073058049
2015-02-21 00:00:00+00:00,0.00011218393911444514,0.4174410421330566,0.38312709309837245,0.3911747152960906,0.1464094352786226,0.09505713500924157,0.9573389722907537,0.6746433684010241,0.1724973345039279
2015-02-22 00:00:00+00:00,0.00012080911951335878,0.3755036764951627,0.3273783287698932,0.35783295460242825,0.1331916847482607,0.08567046436250682,0.9589730083921664,0.6747329670809638,0.17219945553879318
2015-02-23 00:00:00+00:00,0.00013704621531567592,0.39684771643488237,0.39801967758690693,0.3681475760720701,0.13935264087651061,0.09017972552731228,0.9591883345648414,0.6742958311354404,0.17230777689930984
2015-02-24 00:00:00+00:00,0.0001565821321622262,0.40588123109048885,0.37794408051751455,0.36665975100717535,0.1402762510345365,0.09094506341579936,0.9591366170595712,0.6737406251754136,0.17229469182827672
2015-02-25 00:00:00+00:00,0.00017507543071434073,0.4026907470924077,0.36998158288952754,0.3614256427630819,0.13931696104934885,0.09035630431886434,0.9590462173624774,0.6733958598448508,0.17221786346181747
2015-02-26 00:00:00+00:00,0.0001931596556747038,0.4013024539573591,0.37111279906348893,0.3574734967372564,0.13873870658411253,0.09003623935678973,0.9589790552474347,0.6734504431789473,0.17213590447980473
2015-02-27 00:00:00+00:00,0.0002267918461255538,0.4439319427920316,0.500874372097339,0.41866478841398835,0.16946695121333424,0.1123097495517629,0.9605892024712085,0.6613928664486259,0.17391822419000033
2015-02-28 00:00:00+00:00,0.00024654908108418796,0.40519043958616396,0.3813291832583033,0.4140706228771047,0.17093538400204963,0.11363458737943621,0.9593235384617751,0.5578861849040669,0.1729136082900802
2015-03-01 00:00:00+00:00,0.0002495709663970511,0.3594124478523252,0.4107630834501178,0.4290302304688496,0.1817523227611056,0.12172601414130887,0.9592637244389864,0.7160760453263982,0.1728822406690367
2015-03-02 00:00:00+00:00,0.0002924136426676201,0.4675795206121065,0.447396897303913,0.4749589211789633,0.20864070103185778,0.14152175321007404,0.9592949201248445,0.7002912762130908,0.17312095640349826
2015-03-03 00:00:00+00:00,0.00034261333759202364,0.48604882460973664,0.4001098440860135,0.48293021469197744,0.21894364305213812,0.14949715294984667,0.9592179541095026,0.6933542922484174,0.17284514983939664
2015-03-04 00:00:00+00:00,0.0003735372620825043,0.43319990556950566,0.32161404376635777,0.4406946053578006,0.20408374787797706,0.13928151090683474,0.9591294660887862,0.6880368438835528,0.17245752848519513
2015-03-05 00:00:00+00:00,0.0004153383603882066,0.46117241742204307,0.3918761884696965,0.44238751626379413,0.2094526728649688,0.1436500343864154,0.9591238598162969,0.6856655291133439,0.17245827905061842
2015-03-06 00:00:00+00:00,0.0004493649317762749,0.43977717250165094,0.3542282686038711,0.4223298148054897,0.20356739978628732,0.13986135233921715,0.9591000490080975,0.683884639093891,0.17232693483312075
